Day,Paikka,Rata_nro,arvo1,arvo2,arvo3,Voitto,Luku,V_summa 
7/8/2020,1,15,"0,00","0,00","0,00", ,0,
7/8/2020,1,16,"0,00","0,00","0,00", ,0,
7/8/2020,1,1,"0,06","0,20","0,20", ,4,
7/8/2020,1,2,"0,00","0,00","0,00", ,0,
7/8/2020,1,3,"0,07","0,21","0,33",1,7,
7/8/2020,1,4,"0,00","0,00","0,00", ,0,
7/8/2020,1,5,"0,05","0,15","0,19", ,5,
7/8/2020,1,6,"0,17","0,13","0,35", ,3,
7/8/2020,1,7,"0,18","0,15","0,35", ,3,
7/8/2020,1,8,"0,27","0,14","0,50", ,10,
7/8/2020,1,9,"0,26","0,11","0,44", ,10,
7/8/2020,1,10,"0,20","0,11","0,36", ,8,
7/8/2020,1,11,"0,16","0,11","0,22", ,3,
7/8/2020,1,12,"0,25","0,13","0,46", ,10,
7/8/2020,1,13,"0,00","0,00","0,00", ,0,
7/8/2020,1,14,"0,00","0,00","0,00", ,0,
7/8/2020,1,15,"0,00","0,00","0,00", ,0,
7/8/2020,1,16,"0,00","0,00","0,00", ,0,
7/8/2020,1,1,"0,45","0,56","1,14",1,11,
7/8/2020,1,2,"0,03","0,21","0,14", ,1,
7/8/2020,1,3,"0,00","0,00","0,00", ,0,
7/8/2020,1,4,"0,03","0,07","0,20", ,1,
7/8/2020,1,5,"0,08","0,12","0,21", ,3,
7/8/2020,1,6,"0,17","0,09","0,34", ,2,
7/8/2020,1,7,"0,23","0,15","0,62", ,6,
7/8/2020,1,8,"0,00","0,00","0,00", ,0,
7/8/2020,1,9,"0,22","0,11","0,43", ,4,
7/8/2020,1,10,"0,20","0,11","0,48", ,8,
7/8/2020,1,11,"0,00","0,00","0,00", ,0,
7/8/2020,1,12,"0,19","0,08","0,34", ,4,
7/8/2020,1,13,"0,00","0,00","0,00", ,0,
7/8/2020,1,14,"0,00","0,00","0,00", ,0,
7/8/2020,1,15,"0,00","0,00","0,00", ,0,
7/8/2020,1,16,"0,00","0,00","0,00", ,0,
7/8/2020,1,1,"0,00","0,00","0,00", ,0,
7/8/2020,1,2,"0,00","0,00","0,00", ,0,
7/8/2020,1,3,"0,00","0,00","0,00", ,0,
7/8/2020,1,4,"0,00","0,00","0,00", ,0,
7/8/2020,1,5,"0,00","0,00","0,00", ,0,
7/8/2020,1,6,"0,00","0,00","0,00", ,0,
7/8/2020,1,7,"0,00","0,00","0,00", ,0,
7/8/2020,1,8,"0,00","0,00","0,00", ,0,
7/8/2020,1,9,"0,00","0,00","0,00", ,0,
7/8/2020,1,10,"0,00","0,00","0,00", ,0,
7/8/2020,1,11,"0,00","0,00","0,00", ,0,
7/8/2020,1,12,"0,00","0,00","0,00", ,0,
7/8/2020,1,13,"0,00","0,00","0,00", ,0,
7/8/2020,1,14,"0,00","0,00","0,00", ,0,
7/8/2020,1,15,"0,00","0,00","0,00", ,0,
7/8/2020,1,16,"0,00","0,00","0,00", ,0,"2 553,18"
7/15/2020,1,1,"0,27","0,14","0,29", ,5,
7/15/2020,1,2,"0,17","0,22","0,20", ,2,
7/15/2020,1,3,"0,23","0,17","0,21", ,0,
7/15/2020,1,4,"0,21","0,27","0,49", ,10,
7/15/2020,1,5,"0,18","0,15","0,28", ,0,
7/15/2020,1,6,"0,23","0,13","0,57", ,1,
7/15/2020,1,7,"0,22","0,00","0,00", ,1,
7/15/2020,1,8,"0,00","0,04","0,30", ,3,
7/15/2020,1,9,"1,00","0,00","0,00", ,1,
7/15/2020,1,10,"0,00","0,16","0,79",1,11,
7/15/2020,1,11,"1,00","0,11","0,55", ,2,
7/15/2020,1,12,"0,00","0,03","0,18", ,3,
7/15/2020,1,13,"0,00","0,00","0,00", ,0,
7/15/2020,1,14,"0,00","0,00","0,00", ,0,
7/15/2020,1,15,"0,06","0,00","0,00", ,0,
7/15/2020,1,16,"0,27","0,00","0,00", ,0,
7/15/2020,1,1,"0,05","0,17","0,20", ,3,
7/15/2020,1,2,"0,05","0,22","0,20", ,3,
7/15/2020,1,3,"0,03","0,17","0,21", ,1,
7/15/2020,1,4,"0,14","0,27","0,49", ,9,
7/15/2020,1,5,"0,08","0,15","0,28", ,5,
7/15/2020,1,6,"0,23","0,13","0,57",1,8,
7/15/2020,1,7,"0,00","0,00","0,00", ,0,
7/15/2020,1,8,"0,16","0,04","0,30", ,2,
7/15/2020,1,9,"0,00","0,00","0,00", ,0,
7/15/2020,1,10,"0,26","0,16","0,79", ,10,
7/15/2020,1,11,"0,25","0,11","0,55", ,10,
7/15/2020,1,12,"0,14","0,03","0,18", ,1,
7/15/2020,1,13,"0,00","0,00","0,00", ,0,
7/15/2020,1,14,"0,00","0,00","0,00", ,0,
7/15/2020,1,15,"0,00","0,00","0,00", ,0,
7/15/2020,1,16,"0,00","0,00","0,00", ,0,
7/15/2020,1,1,"0,11","0,17","0,39", ,8,
7/15/2020,1,2,"0,11","0,22","0,45", ,7,
7/15/2020,1,3,"0,09","0,14","0,28", ,3,
7/15/2020,1,4,"0,04","0,13","0,18", ,2,
7/15/2020,1,5,"0,11","0,14","0,34", ,7,
7/15/2020,1,6,"0,00","0,00","0,00", ,0,
7/15/2020,1,7,"0,60","0,39","1,10",1,11,
7/15/2020,1,8,"0,17","0,14","0,26", ,3,
7/15/2020,1,9,"0,23","0,11","0,34", ,7,
7/15/2020,1,10,"0,00","0,00","0,00", ,0,
7/15/2020,1,11,"0,00","0,00","0,00", ,0,
7/15/2020,1,12,"0,00","0,00","0,00", ,0,
7/15/2020,1,13,"0,00","0,00","0,00", ,0,
7/15/2020,1,14,"0,00","0,00","0,00", ,0,
7/15/2020,1,15,"0,00","0,00","0,00", ,0,
7/15/2020,1,16,"0,00","0,00","0,00", ,0,
7/15/2020,1,1,"0,05","0,20","0,39", ,4,
7/15/2020,1,2,"0,13","0,22","0,44", ,8,
7/15/2020,1,3,"0,00","0,00","0,00", ,0,
7/15/2020,1,4,"0,04","0,13","0,23", ,2,
7/15/2020,1,5,"0,07","0,19","0,39", ,8,
7/15/2020,1,6,"0,18","0,13","0,31",1,4,
7/15/2020,1,7,"0,00","0,00","0,00", ,0,
7/15/2020,1,8,"0,00","0,00","0,00", ,0,
7/15/2020,1,9,"0,26","0,11","0,50", ,10,
7/15/2020,1,10,"0,18","0,13","0,38", ,3,
7/15/2020,1,11,"0,17","0,14","0,32", ,5,
7/15/2020,1,12,"0,00","0,00","0,00", ,0,
7/15/2020,1,13,"0,22","0,21","0,57", ,10,
7/15/2020,1,14,"0,00","0,00","0,00", ,0,
7/15/2020,1,15,"0,00","0,00","0,00", ,0,
7/15/2020,1,16,"0,00","0,00","0,00", ,0,
7/15/2020,1,1,"0,00","0,00","0,00", ,0,
7/15/2020,1,2,"0,00","0,00","0,00", ,0,
7/15/2020,1,3,"0,00","0,00","0,00", ,0,
7/15/2020,1,4,"0,00","0,00","0,00", ,0,
7/15/2020,1,5,"0,00","0,00","0,00", ,0,
7/15/2020,1,6,"0,00","0,00","0,00", ,0,
7/15/2020,1,7,"0,00","0,00","0,00", ,0,
7/15/2020,1,8,"0,00","0,00","0,00", ,0,
7/15/2020,1,9,"0,00","0,00","0,00", ,0,
7/15/2020,1,10,"0,00","0,00","0,00", ,0,
7/15/2020,1,11,"0,00","0,00","0,00", ,0,
7/15/2020,1,12,"0,00","0,00","0,00", ,0,
7/15/2020,1,13,"0,00","0,00","0,00", ,0,
7/15/2020,1,14,"0,00","0,00","0,00", ,0,
7/15/2020,1,15,"0,00","0,00","0,00", ,0,
7/15/2020,1,16,"0,00","0,00","0,00", ,0,"102,27"
7/22/2020,1,1,"0,52","0,17","0,48", ,8,
7/22/2020,1,2,"0,13","0,21","0,28", ,1,
7/22/2020,1,3,"0,41","0,22","0,46", ,6,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,81","0,47","0,99", ,11,
7/22/2020,1,7,"0,66","0,40","0,84", ,11,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,77","0,50","0,94",1,11,
7/22/2020,1,10,"0,40","0,09","0,57", ,9,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,30","0,25","0,45", ,9,
7/22/2020,1,2,"0,33","0,26","0,47",1,9,
7/22/2020,1,3,"0,30","0,21","0,44", ,10,
7/22/2020,1,4,"0,14","0,24","0,29", ,2,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,28","0,28","0,41", ,3,
7/22/2020,1,7,"0,33","0,14","0,44", ,9,
7/22/2020,1,8,"0,27","0,29","0,32", ,3,
7/22/2020,1,9,"0,30","0,05","0,41", ,1,
7/22/2020,1,10,"0,27","0,22","0,34", ,2,
7/22/2020,1,11,"0,61","0,08","0,49", ,8,
7/22/2020,1,12,"0,14","0,03","0,18", ,1,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,51","0,18","0,46", ,7,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,47","0,22","0,41", ,7,
7/22/2020,1,4,"0,85","0,45","1,03",1,11,
7/22/2020,1,5,"0,03","0,14","0,20", ,1,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,26","0,18","0,31", ,2,
7/22/2020,1,9,"0,31","0,14","0,46", ,5,
7/22/2020,1,10,"0,33","0,11","0,49", ,5,
7/22/2020,1,11,"0,26","0,30","0,42", ,3,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,14","0,27","0,30", ,2,
7/22/2020,1,2,"0,25","0,19","0,41", ,5,
7/22/2020,1,3,"0,14","0,27","0,34", ,2,
7/22/2020,1,4,"0,65","0,45","0,93", ,11,
7/22/2020,1,5,"0,19","0,31","0,36", ,3,
7/22/2020,1,6,"0,78","0,47","1,05",1,11,
7/22/2020,1,7,"0,13","0,12","0,21", ,1,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,15","0,05","0,25", ,1,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,63","0,17","0,58", ,7,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,00","0,00","0,00", ,0,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,00","0,00","0,00", ,0,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,00","0,00","0,00", ,0,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,00","0,00","0,00", ,0,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,44","0,22","0,36", ,6,
7/22/2020,1,4,"0,40","0,09","0,44", ,5,
7/22/2020,1,5,"0,68","0,59","0,86", ,11,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,15","0,08","0,24", ,1,
7/22/2020,1,9,"0,15","0,05","0,21", ,1,
7/22/2020,1,10,"0,28","0,30","0,46", ,3,
7/22/2020,1,11,"0,37","0,08","0,46", ,7,
7/22/2020,1,12,"0,27","0,29","0,35", ,4,
7/22/2020,1,13,"0,28","0,11","0,41", ,6,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,34","0,00","0,41",1,6,
7/22/2020,1,1,"0,00","0,00","0,00", ,0,
7/22/2020,1,2,"0,03","0,21","0,19", ,1,
7/22/2020,1,3,"0,69","0,58","0,91", ,11,
7/22/2020,1,4,"0,51","0,17","0,44", ,8,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,44","0,11","0,42", ,5,
7/22/2020,1,7,"0,03","0,12","0,10", ,1,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,66","0,11","0,67", ,7,
7/22/2020,1,10,"0,16","0,09","0,30", ,1,
7/22/2020,1,11,"0,42","0,14","0,47",1,9,
7/22/2020,1,12,"0,54","0,17","0,41", ,7,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,34","0,23","0,35", ,6,
7/22/2020,1,2,"0,30","0,27","0,51", ,9,
7/22/2020,1,3,"0,00","0,00","0,00", ,0,
7/22/2020,1,4,"0,30","0,09","0,33", ,5,
7/22/2020,1,5,"0,49","0,14","0,46", ,7,
7/22/2020,1,6,"0,47","0,09","0,47", ,6,
7/22/2020,1,7,"0,63","0,40","0,78", ,11,
7/22/2020,1,8,"0,26","0,08","0,31", ,1,
7/22/2020,1,9,"0,26","0,21","0,36", ,2,
7/22/2020,1,10,"0,27","0,09","0,30", ,1,
7/22/2020,1,11,"0,42","0,14","0,52",1,9,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,14","0,16","0,25", ,1,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,67","0,58","0,87", ,11,
7/22/2020,1,4,"0,24","0,31","0,44", ,3,
7/22/2020,1,5,"0,22","0,14","0,44", ,6,
7/22/2020,1,6,"0,28","0,24","0,51",1,2,
7/22/2020,1,7,"0,50","0,15","0,41", ,6,
7/22/2020,1,8,"0,26","0,08","0,36", ,1,
7/22/2020,1,9,"0,15","0,05","0,28", ,1,
7/22/2020,1,10,"0,28","0,35","0,44", ,3,
7/22/2020,1,11,"0,25","0,08","0,35", ,1,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,00","0,00","0,00", ,0,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,00","0,00","0,00", ,0,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,00","0,00","0,00", ,0,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,91","0,57","1,06",1,11,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,00","0,00","0,00", ,0,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,14","0,14","0,31", ,1,
7/22/2020,1,6,"0,60","0,09","0,62", ,6,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,15","0,08","0,25", ,1,
7/22/2020,1,9,"0,27","0,33","0,40", ,2,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,26","0,29","0,35", ,3,
7/22/2020,1,13,"0,35","0,11","0,36", ,6,
7/22/2020,1,14,"0,30","0,01","0,31", ,6,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,38","0,14","0,21", ,5,
7/22/2020,1,2,"0,17","0,39","0,32", ,4,
7/22/2020,1,3,"0,70","0,58","0,85",1,11,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,48","0,15","0,36", ,5,
7/22/2020,1,6,"0,28","0,09","0,36", ,1,
7/22/2020,1,7,"0,71","0,13","0,62", ,7,
7/22/2020,1,8,"0,82","0,38","1,02", ,11,
7/22/2020,1,9,"0,33","0,29","0,52", ,3,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,16","0,40","0,21", ,2,
7/22/2020,1,12,"0,26","0,36","0,35", ,3,
7/22/2020,1,13,"0,62","0,01","0,36", ,5,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,51","0,14","0,38", ,5,
7/22/2020,1,2,"0,77","0,49","0,98", ,11,
7/22/2020,1,3,"0,15","0,40","0,25", ,2,
7/22/2020,1,4,"0,04","0,40","0,14", ,2,
7/22/2020,1,5,"0,15","0,36","0,29",1,2,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,69","0,15","0,61", ,6,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"7,28","0,25","0,45", ,3,
7/22/2020,1,10,"0,72","0,11","0,49", ,5,
7/22/2020,1,11,"0,59","0,19","0,48", ,9,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,15","0,47","0,26", ,2,
7/22/2020,1,2,"0,25","0,27","0,36", ,9,
7/22/2020,1,3,"0,36","0,21","0,46", ,10,
7/22/2020,1,4,"0,15","0,47","0,25", ,2,
7/22/2020,1,5,"0,17","0,44","0,27", ,2,
7/22/2020,1,6,"0,52","0,17","0,65", ,10,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,29","0,28","0,34", ,4,
7/22/2020,1,9,"0,27","0,45","0,33", ,2,
7/22/2020,1,10,"0,42","0,31","0,54", ,4,
7/22/2020,1,11,"0,73","0,08","0,55", ,7,
7/22/2020,1,12,"0,65","0,12","0,54",1,8,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,
7/22/2020,1,1,"0,00","0,00","0,00", ,0,
7/22/2020,1,2,"0,00","0,00","0,00", ,0,
7/22/2020,1,3,"0,00","0,00","0,00", ,0,
7/22/2020,1,4,"0,00","0,00","0,00", ,0,
7/22/2020,1,5,"0,00","0,00","0,00", ,0,
7/22/2020,1,6,"0,00","0,00","0,00", ,0,
7/22/2020,1,7,"0,00","0,00","0,00", ,0,
7/22/2020,1,8,"0,00","0,00","0,00", ,0,
7/22/2020,1,9,"0,00","0,00","0,00", ,0,
7/22/2020,1,10,"0,00","0,00","0,00", ,0,
7/22/2020,1,11,"0,00","0,00","0,00", ,0,
7/22/2020,1,12,"0,00","0,00","0,00", ,0,
7/22/2020,1,13,"0,00","0,00","0,00", ,0,
7/22/2020,1,14,"0,00","0,00","0,00", ,0,
7/22/2020,1,15,"0,00","0,00","0,00", ,0,
7/22/2020,1,16,"0,00","0,00","0,00", ,0,"14,12"
7/29/2020,1,1,"0,00","0,00","0,00", ,0,
7/29/2020,1,2,"0,00","0,00","0,00", ,0,
7/29/2020,1,3,"0,44","0,22","0,36", ,6,
7/29/2020,1,4,"0,40","0,09","0,44", ,5,
7/29/2020,1,5,"0,68","0,59","0,86", ,11,
7/29/2020,1,6,"0,00","0,00","0,00", ,0,
7/29/2020,1,7,"0,00","0,00","0,00", ,0,
7/29/2020,1,8,"0,15","0,08","0,24", ,1,
7/29/2020,1,9,"0,15","0,05","0,21", ,1,
7/29/2020,1,10,"0,28","0,30","0,46", ,3,
7/29/2020,1,11,"0,37","0,08","0,46", ,7,
7/29/2020,1,12,"0,27","0,29","0,35", ,4,
7/29/2020,1,13,"0,28","0,11","0,41", ,6,
7/29/2020,1,14,"0,00","0,00","0,00", ,0,
7/29/2020,1,15,"0,00","0,00","0,00", ,0,
7/29/2020,1,16,"0,34","0,00","0,41", ,6,
7/29/2020,1,1,"0,00","0,00","0,00", ,0,
7/29/2020,1,2,"0,03","0,21","0,19", ,1,
7/29/2020,1,3,"0,69","0,58","0,91", ,11,
7/29/2020,1,4,"0,51","0,17","0,44", ,8,
7/29/2020,1,5,"0,00","0,00","0,00", ,0,
7/29/2020,1,6,"0,44","0,11","0,42", ,5,
7/29/2020,1,7,"0,03","0,12","0,10", ,1,
7/29/2020,1,8,"0,00","0,00","0,00", ,0,
7/29/2020,1,9,"0,66","0,11","0,67", ,7,
7/29/2020,1,10,"0,16","0,09","0,30", ,1,
7/29/2020,1,11,"0,42","0,14","0,47", ,9,
7/29/2020,1,12,"0,54","0,17","0,41", ,7,
7/29/2020,1,13,"0,00","0,00","0,00", ,0,
7/29/2020,1,14,"0,00","0,00","0,00", ,0,
7/29/2020,1,15,"0,00","0,00","0,00", ,0,
7/29/2020,1,16,"0,00","0,00","0,00", ,0,
7/29/2020,1,1,"0,34","0,23","0,35", ,6,
7/29/2020,1,2,"0,30","0,27","0,51", ,9,
7/29/2020,1,3,"0,00","0,00","0,00", ,0,
7/29/2020,1,4,"0,30","0,09","0,33", ,5,
7/29/2020,1,5,"0,49","0,14","0,46", ,7,
7/29/2020,1,6,"0,47","0,09","0,47", ,6,
7/29/2020,1,7,"0,63","0,40","0,78", ,11,
7/29/2020,1,8,"0,26","0,08","0,31", ,1,
7/29/2020,1,9,"0,26","0,21","0,36", ,2,
7/29/2020,1,10,"0,27","0,09","0,30", ,1,
7/29/2020,1,11,"0,42","0,14","0,52", ,9,
7/29/2020,1,12,"0,00","0,00","0,00", ,0,
7/29/2020,1,13,"0,00","0,00","0,00", ,0,
7/29/2020,1,14,"0,00","0,00","0,00", ,0,
7/29/2020,1,15,"0,00","0,00","0,00", ,0,
7/29/2020,1,16,"0,00","0,00","0,00", ,0,
7/29/2020,1,1,"0,14","0,16","0,25", ,1,
7/29/2020,1,2,"0,00","0,00","0,00", ,0,
7/29/2020,1,3,"0,67","0,58","0,87", ,11,
7/29/2020,1,4,"0,24","0,31","0,44", ,3,
7/29/2020,1,5,"0,22","0,14","0,44", ,6,
7/29/2020,1,6,"0,28","0,24","0,51", ,2,
7/29/2020,1,7,"0,50","0,15","0,41", ,6,
7/29/2020,1,8,"0,26","0,08","0,36", ,1,
7/29/2020,1,9,"0,15","0,05","0,28", ,1,
7/29/2020,1,10,"0,28","0,35","0,44", ,3,
7/29/2020,1,11,"0,25","0,08","0,35", ,1,
7/29/2020,1,12,"0,00","0,00","0,00", ,0,
7/29/2020,1,13,"0,00","0,00","0,00", ,0,
7/29/2020,1,14,"0,00","0,00","0,00", ,0,
7/29/2020,1,15,"0,00","0,00","0,00", ,0,
7/29/2020,1,16,"0,00","0,00","0,00", ,0,
7/29/2020,1,1,"0,00","0,00","0,00", ,0,
7/29/2020,1,2,"0,00","0,00","0,00", ,0,
7/29/2020,1,3,"0,00","0,00","0,00", ,0,
7/29/2020,1,4,"0,00","0,00","0,00", ,0,
7/29/2020,1,5,"0,00","0,00","0,00", ,0,
7/29/2020,1,6,"0,00","0,00","0,00", ,0,
7/29/2020,1,7,"0,00","0,00","0,00", ,0,
7/29/2020,1,8,"0,00","0,00","0,00", ,0,
7/29/2020,1,9,"0,00","0,00","0,00", ,0,
7/29/2020,1,10,"0,00","0,00","0,00", ,0,
7/29/2020,1,11,"0,00","0,00","0,00", ,0,
7/29/2020,1,12,"0,00","0,00","0,00", ,0,
7/29/2020,1,13,"0,00","0,00","0,00", ,0,
7/29/2020,1,14,"0,00","0,00","0,00", ,0,
7/29/2020,1,15,"0,00","0,00","0,00", ,0,
7/29/2020,1,16,"0,00","0,00","0,00", ,0,"586,32"
8/5/2020,1,1,"0,91","0,57","1,06",1,11,
8/5/2020,1,2,"0,00","0,00","0,00", ,0,
8/5/2020,1,3,"0,00","0,00","0,00", ,0,
8/5/2020,1,4,"0,00","0,00","0,00", ,0,
8/5/2020,1,5,"0,14","0,14","0,31", ,1,
8/5/2020,1,6,"0,60","0,09","0,62", ,6,
8/5/2020,1,7,"0,00","0,00","0,00", ,0,
8/5/2020,1,8,"0,15","0,08","0,25", ,1,
8/5/2020,1,9,"0,27","0,33","0,40", ,2,
8/5/2020,1,10,"0,00","0,00","0,00", ,0,
8/5/2020,1,11,"0,00","0,00","0,00", ,0,
8/5/2020,1,12,"0,26","0,29","0,35", ,3,
8/5/2020,1,13,"0,35","0,11","0,36", ,6,
8/5/2020,1,14,"0,30","0,01","0,31", ,6,
8/5/2020,1,15,"0,00","0,00","0,00", ,0,
8/5/2020,1,16,"0,00","0,00","0,00", ,0,
8/5/2020,1,1,"0,38","0,14","0,21", ,5,
8/5/2020,1,2,"0,17","0,39","0,32", ,4,
8/5/2020,1,3,"0,70","0,58","0,85",1,11,
8/5/2020,1,4,"0,00","0,00","0,00", ,0,
8/5/2020,1,5,"0,48","0,15","0,36", ,5,
8/5/2020,1,6,"0,28","0,09","0,36", ,1,
8/5/2020,1,7,"0,71","0,13","0,62", ,7,
8/5/2020,1,8,"0,82","0,38","1,02", ,11,
8/5/2020,1,9,"0,33","0,29","0,52", ,3,
8/5/2020,1,10,"0,00","0,00","0,00", ,0,
8/5/2020,1,11,"0,16","0,40","0,21", ,2,
8/5/2020,1,12,"0,26","0,36","0,35", ,3,
8/5/2020,1,13,"0,62","0,01","0,36", ,5,
8/5/2020,1,14,"0,00","0,00","0,00", ,0,
